Text	Category
Muradiye ilçesinde yalnız yaşayan veya destek ağı bulunmayan vatandaşta kadın danışma desteği istenmesi. Destek geciktikçe ekonomik ve psikososyal mağduriyet büyüyor. Sorunun ilgili ekiplerce yerinde incelenmesini ve kalıcı biçimde giderilmesini talep ediyoruz.	Kadın ve Aile Desteği
Başvurumuz okul, hastane ve iş merkezlerine erişim sağlayan bölgede görülen güzergâh değişikliğinin ulaşımı zorlaştırması hakkındadır. Uzun süredir çözüm beklenmesine rağmen ilerleme sağlanmadı. Vatandaşlar uzun süre bekliyor, aktarma yapmak zorunda kalıyor veya yolculuğunu tamamlayamıyor. Daha önce sözlü bildirim yapıldı ancak kalıcı çözüm sağlanmadı. Vatandaşların güvenli ve düzenli ulaşım sağlayabilmesi için gerekli düzenlemenin yapılmasını rica ediyoruz.	Toplu Taşıma
Vatandaşlar konutların ve ortak kullanım alanlarının bulunduğu bölgede geri dönüşüm konteynerinin kırılması. Vatandaşlar konutların ve ortak kullanım alanlarının bulunduğu bölgede geri dönüşüm konteynerinin kırılması konusunda destek talep ediyor. Sorunun ilgili ekiplerce yerinde incelenmesini ve kalıcı biçimde giderilmesini talep ediyoruz.	Geri Dönüşüm
Başvurumuz yerleşim alanının ana bağlantı noktasında görülen yol yüzeyinin yamalar nedeniyle dalgalı hale gelmesi hakkındadır. Bu durum iki haftadır sonuçlanmadı. Özellikle çocuklar, yaşlılar ve servis araçları bu durumdan doğrudan etkileniyor. İlk kez resmi başvuru yapılıyor ve açık bir yönlendirme bekleniyor. Saha ekibinin yerinde inceleme yaparak gerekli bakım ve onarımı tamamlamasını istiyoruz.	Yol, Asfalt ve Kaldırım
Bisiklet park demirinin kırılması. Kırık veya bakımsız unsurlar yaralanma ve düşme riski oluşturuyor. Sorunun ilgili ekiplerce yerinde incelenmesini ve kalıcı biçimde giderilmesini talep ediyoruz.	Kent Mobilyası
Vatandaşlar can ve mal güvenliğini doğrudan etkileyen olay yerinde asansörde insanların mahsur kalması konusunda destek talep ediyor. Uzun süredir çözüm beklenmesine rağmen ilerleme sağlanmadı. Durum zaman kritik olduğu için hızlı koordinasyon gerekiyor. Geçici bir işlem yapılmış olsa da problem yeniden ortaya çıktı. Olay bölgesinde güvenlik çemberi ve gerekli teknik müdahalenin sağlanmasını rica ediyoruz.	Kurtarma ve Acil Müdahale
Edremit tarafında bakım bekleyen yeşil ve rekreasyon alanında bitkilerin kuruması konusu çözüm bekliyor. Uzun süredir çözüm beklenmesine rağmen ilerleme sağlanmadı. Aileler ve çocuklar güvenlik kaygısıyla bölgeyi kullanmaktan kaçınıyor. Başvuru sahipleri sürecin hangi aşamada olduğunu öğrenemiyor. Düzenli bakım programına alınarak kalıcı çözüm sağlanmasını rica ediyoruz.	Yeşil Alan ve Sulama
Gevaş ilçesinde mezra ve yayla ulaşım yolunda köy bağlantı yolunun bozulması. Uzun süredir çözüm beklenmesine rağmen ilerleme sağlanmadı. Tarım ürünlerinin pazara taşınması gecikiyor ve araçlarda hasar oluşuyor. Başvuru sahipleri sürecin hangi aşamada olduğunu öğrenemiyor. Köy bağlantı güzergâhının kırsal kullanım koşullarına uygun biçimde onarılmasını talep ediyoruz.	Kırsal Yol ve Altyapı
Bina veya iş yerinde aktif yangın çıkması. Başvurumuz acil ekipman ve uzman müdahalesi gereken durumda görülen bina veya iş yerinde aktif yangın çıkması hakkındadır. Sorunun ilgili ekiplerce yerinde incelenmesini ve kalıcı biçimde giderilmesini talep ediyoruz.	Yangın
Ana su borusu patladı. Şebeke hattındaki arıza nedeniyle caddeye temiz su akıyor. Şehir şebekesine bağlı evlerde bu nedenle sorun daha belirgin hâle geliyor. Vatandaşlar temel ihtiyaçlarını karşılamakta zorlanıyor. Gerekli numune ve teknik incelemenin yapılmasını rica ediyoruz.	İçme Suyu ve Şebeke
Özalp tarafında mahalle muhtarlığı ile belediye arasındaki süreçte muhtar bilgilendirme grubuna erişilememesi. Özalp tarafında mahalle muhtarlığı ile belediye arasındaki süreçte muhtar bilgilendirme grubuna erişilememesi konusu çözüm bekliyor. Sorunun ilgili ekiplerce yerinde incelenmesini ve kalıcı biçimde giderilmesini talep ediyoruz.	Muhtar İletişimi
Vatandaşlar yakınını kaybeden ailenin yürüttüğü resmi süreçte çeşmenin çalışmaması konusunda destek talep ediyor. Sorun yaklaşık üç gündür devam ediyor. Kayıt, bakım veya taşıma işlemi netleşmediği için diğer hazırlıklar yapılamıyor. İlk kez resmi başvuru yapılıyor ve açık bir yönlendirme bekleniyor. İşlemin öncelikli olarak değerlendirilmesini ve gerekli koordinasyonun kurulmasını istiyoruz.	Mezarlık Bakım ve Temizliği
Hastalıklı ağaç kontrol edilsin. Okul bahçesi çevresinde ağacın gövdesinde çürüme ve kuruma belirtileri görülüyor. Sorun reklam tabelası veya kaldırım işgali değil, doğrudan ağaç bakım ihtiyacıdır. Ağacın uzman ekiplerce kontrol edilip budanmasını talep ediyoruz.	Ağaç ve Budama
Belediye mezarlığı veya cenaze aracıyla ilgili işlemde cenazenin başka yere taşınması. Belediye mezarlığı veya cenaze aracıyla ilgili işlemde cenazenin başka yere taşınması nedeniyle mağduriyet yaşanıyor. Hizmetin hassasiyet ve saygı içinde hızlı yürütülmesi gerekiyor. Sorunun ilgili ekiplerce yerinde incelenmesini ve kalıcı biçimde giderilmesini talep ediyoruz.	Cenaze Nakli
Tuşba ilçesinde sağlık ve çevre açısından hassas bir noktada atık pil toplama noktası istenmesi. Son birkaç gündür aynı konu tekrar tekrar bildiriliyor. Müdahale geciktikçe kirlilik ve halk sağlığı riski büyüyor. Daha önce sözlü bildirim yapıldı ancak kalıcı çözüm sağlanmadı. İlgili ekiplerin çevre ve halk sağlığı yönünden inceleme yapmasını rica ediyoruz.	Geri Dönüşüm
Muradiye tarafında duyuru, bilgilendirme ve geri dönüş kanalında vatandaş katılımı önerisi konusu çözüm bekliyor. Bu durum iki haftadır sonuçlanmadı. Doğru bilgiye veya muhataba ulaşılamadığı için süreç ilerlemiyor. İlk kez resmi başvuru yapılıyor ve açık bir yönlendirme bekleniyor. Bilgilendirme, duyuru veya koordinasyon eksikliğinin giderilmesini rica ediyoruz.	Öneri ve Görüş
Hayvancılık ekipmanı istenmesi. Başvurumuz köy ve mezralarda geçimini üretimden sağlayan vatandaşlarda görülen hayvancılık ekipmanı istenmesi hakkındadır. Küçük üreticiler gerekli altyapı, girdi veya pazara erişim imkânına ulaşamıyor. Sorunun ilgili ekiplerce yerinde incelenmesini ve kalıcı biçimde giderilmesini talep ediyoruz.	Hayvancılık Desteği
Başkale ilçesinde üretim sezonu ve hasat hazırlığı sırasında kooperatif ürünlerinin tanıtımına destek istenmesi. Küçük üreticiler gerekli altyapı, girdi veya pazara erişim imkânına ulaşamıyor. Üreticilerin sürdürülebilir biçimde faaliyet gösterebilmesi için gerekli desteği rica ediyoruz.	Üretici Desteği
İşletme birden fazla izinsiz tabela kullanıyor. Dükkân cephesinde ölçü ve konum kurallarına uymayan tabelalar var. Ana cadde üzerindeki ticari bölgede bu nedenle sorun daha belirgin hâle geliyor. Görüş mesafesi ve yaya geçişi olumsuz etkileniyor. Ekiplerin ölçü, konum ve güvenlik yönünden denetim yapmasını rica ediyoruz.	Reklam ve Tabela Denetimi
Vatandaşlar acil sosyal hizmet değerlendirmesi gereken durumda zor durumdaki haneye acil destek istenmesi. Belirli bir bakım hizmetinden ziyade bütün hane için ekonomik ve temel ihtiyaç yardımı istenmektedir. Sorunun ilgili ekiplerce yerinde incelenmesini ve kalıcı biçimde giderilmesini talep ediyoruz.	Sosyal Yardım
Özalp tarafında ekonomik veya sosyal açıdan zor durumda olan hanede aile için düzenli yardım başvurusu. Özalp tarafında ekonomik veya sosyal açıdan zor durumda olan hanede aile için düzenli yardım başvurusu konusu çözüm bekliyor. Destek geciktikçe ekonomik ve psikososyal mağduriyet büyüyor. Sorunun ilgili ekiplerce yerinde incelenmesini ve kalıcı biçimde giderilmesini talep ediyoruz.	Sosyal Yardım
Kazı alanında güvenlik önlemi yok. Çukurun çevresinde bariyer ve uyarı levhası bulunmuyor. Ana cadde üzerindeki çalışma alanında bu nedenle sorun daha belirgin hâle geliyor. Bu talep kanalizasyon tıkanıklığı değil, kazı alanının kapatılması ve üstyapı onarımıyla ilgilidir. Çalışma alanının kontrol edilerek gerekli güvenlik önlemlerinin alınmasını rica ediyoruz.	Kazı ve Altyapı
Resmi işlem tamamlanmadan önce gece saatlerinde kaçak inşaatın sürmesi nedeniyle mağduriyet yaşanıyor. İşlemin hangi aşamada olduğu bilinmediği için başvuru ilerlemiyor. Başvuru sahibine resmi ve anlaşılır bir geri dönüş yapılmasını rica ediyoruz.	Kaçak Yapı
Vatandaşın mevzuat ve kayıt bilgisine ihtiyaç duyduğu aşamada riskli yapı sürecine ilişkin bilgi istenmesi. Vatandaşın mevzuat ve kayıt bilgisine ihtiyaç duyduğu aşamada riskli yapı sürecine ilişkin bilgi istenmesi nedeniyle mağduriyet yaşanıyor. Sorunun ilgili ekiplerce yerinde incelenmesini ve kalıcı biçimde giderilmesini talep ediyoruz.	Kentsel Dönüşüm
Online veya vezne üzerinden yapılan mali işlemde ödeme emrine itiraz edilmesi. Online veya vezne üzerinden yapılan mali işlemde ödeme emrine itiraz edilmesi nedeniyle mağduriyet yaşanıyor. Sorunun ilgili ekiplerce yerinde incelenmesini ve kalıcı biçimde giderilmesini talep ediyoruz.	Borç ve Tahsilat
Edremit ilçesinde vatandaşın mevzuat ve kayıt bilgisine ihtiyaç duyduğu aşamada plan değişikliği sonrası hakkın belirsiz kalması. Yaklaşık bir aydır aynı problem yaşanıyor. Diğer resmi işlemler bu dosyanın sonuçlanmasını beklediği için süreç uzuyor. Geçici bir işlem yapılmış olsa da problem yeniden ortaya çıktı. Kayıtların incelenerek işlemin mevzuata uygun biçimde sonuçlandırılmasını talep ediyoruz.	İmar Durumu
Dere, park, sokak veya boş arazi çevresinde hamam böceği sorunu yaşanması nedeniyle mağduriyet yaşanıyor. Müdahale geciktikçe kirlilik ve halk sağlığı riski büyüyor. Kaynağın tespit edilerek temizlik, toplama veya çevresel müdahalenin yapılmasını istiyoruz.	İlaçlama
Vatandaşlar belediye sağlık hizmeti alınması gereken durumda kontrol randevusu için nakil aracı konusunda destek talep ediyor. Bu durum iki haftadır sonuçlanmadı. Hizmete erişilemediği için tedavi, bakım veya koruyucu sağlık süreci aksıyor. İlgili kanala daha önce başvurulduğu halde geri dönüş alınamadı. Gerekli ekip, araç veya randevu desteğinin sağlanmasını talep ediyoruz.	Hasta Nakli
Çaldıran tarafında muhtar ve mahalle sakinlerinin ortak başvurusunda birden çok sokağı etkileyen hizmet eksikliği. Mahalle ölçeğindeki ihtiyaçlar tek tek ele alındığı için kalıcı çözüm oluşmuyor. Sorunun ilgili ekiplerce yerinde incelenmesini ve kalıcı biçimde giderilmesini talep ediyoruz.	Mahalle İhtiyaçları
Vatandaşlar online veya vezne üzerinden yapılan mali işlemde belediye harcının yanlış hesaplanması konusunda destek talep ediyor. Genel borç sorgusundan ziyade belirli vergi veya harcın hesaplanması ve mükellefiyet durumu sorulmaktadır. Yanlış veya belirsiz kayıt nedeniyle vatandaş maddi mağduriyet yaşıyor. Tutar, dönem ve ödeme durumunun açıkça bildirilmesini talep ediyoruz. Konunun doğru hizmet alanında değerlendirilerek başvuru sahibine geri dönüş yapılmasını rica ediyoruz.	Vergi ve Harç
Çocuk, kadın, yaşlı veya engelli bireyin bulunduğu ailede tahliye sonrası geçici konut ihtiyacı. Çocuk, kadın, yaşlı veya engelli bireyin bulunduğu ailede tahliye sonrası geçici konut ihtiyacı nedeniyle mağduriyet yaşanıyor. Kişi veya aile temel ihtiyaçlarını güvenli biçimde karşılayamıyor. Sorunun ilgili ekiplerce yerinde incelenmesini ve kalıcı biçimde giderilmesini talep ediyoruz.	Barınma Desteği
Taksi durağında sıra düzeni uygulanmıyor. Vatandaşların düzenli ulaşım beklediği hatta araçlar durak sırasına uymadan müşteri almaya çalışıyor. Durak, güzergâh ve ücret uygulamasının kontrol edilmesini talep ediyoruz. Ücret, güzergâh ve çalışma düzeni konusunda sorun yaşanıyor.	Ticari Taşımacılık
Yerleşim alanına yakın çevrede konteynerin kırık olması. Müdahale geciktikçe kirlilik ve halk sağlığı riski büyüyor. Sorunun ilgili ekiplerce yerinde incelenmesini ve kalıcı biçimde giderilmesini talep ediyoruz.	Çöp ve Atık
Gürpınar tarafında belediye mezarlığı veya cenaze aracıyla ilgili işlemde cenazenin başka yere taşınması konusu çözüm bekliyor. Son birkaç gündür aynı konu tekrar tekrar bildiriliyor. Hizmetin hassasiyet ve saygı içinde hızlı yürütülmesi gerekiyor. İlgili kanala daha önce başvurulduğu halde geri dönüş alınamadı. İşlemin öncelikli olarak değerlendirilmesini ve gerekli koordinasyonun kurulmasını istiyoruz.	Cenaze Nakli
Mahalle, park ve yol çevresinde kanadı kırık kuş bulunması. Mahalle, park ve yol çevresinde kanadı kırık kuş bulunması nedeniyle mağduriyet yaşanıyor. Hayvanın refahı veya vatandaşların güvenliği açısından risk oluşuyor. Sorunun ilgili ekiplerce yerinde incelenmesini ve kalıcı biçimde giderilmesini talep ediyoruz.	Yaralı ve Hasta Hayvan
Kırsal mahallede üretim yapan aile işletmelerinde yerel ürün organizasyonu talep edilmesi nedeniyle mağduriyet yaşanıyor. Bu durum iki haftadır sonuçlanmadı. Sorun devam ederse sezonluk gelir ve kırsal yaşam doğrudan etkilenecek. Fotoğraf, belge veya konum bilgisi gerektiğinde paylaşılabilir. Üreticilerin sürdürülebilir biçimde faaliyet gösterebilmesi için gerekli desteği rica ediyoruz.	Üretici Desteği
Başvurumuz yürüyüş yolu, refüj veya meydan çevresinde görülen meydan mobilyalarının bakımsız kalması hakkındadır. Aileler ve çocuklar güvenlik kaygısıyla bölgeyi kullanmaktan kaçınıyor. Bakım, onarım ve çevre düzenlemesinin yerinde yapılmasını istiyoruz.	Kent Mobilyası
Çaldıran tarafında başvuru sahibinin resmi dosyasında ada ve parsel bilgilerinin bulunamaması. Çaldıran tarafında başvuru sahibinin resmi dosyasında ada ve parsel bilgilerinin bulunamaması konusu çözüm bekliyor. Sorunun ilgili ekiplerce yerinde incelenmesini ve kalıcı biçimde giderilmesini talep ediyoruz.	Harita ve Parsel
Vatandaşlar okul, sağlık ocağı ve konutların bulunduğu bölgede yüzey suyunun ev girişlerine yönelmesi konusunda destek talep ediyor. Son günlerde sorun belirgin biçimde arttı. Araç ve yaya geçişi zorlaşıyor, güvenlik riski her geçen gün artıyor. İlgili kanala daha önce başvurulduğu halde geri dönüş alınamadı. Geçici müdahale yerine kalıcı teknik çözüm uygulanmasını talep ediyoruz.	Yağmur Suyu ve Drenaj
Kira bedeli ve şartlarının sorulması. Başvurumuz hak sahibi ve belediye arasında yürütülen süreçte görülen kira bedeli ve şartlarının sorulması hakkındadır. Sorunun ilgili ekiplerce yerinde incelenmesini ve kalıcı biçimde giderilmesini talep ediyoruz.	Kira ve Tahsis
Telefon ve bilgisayardan tekrar edilen işlemde dijital ödeme ekranının açılmaması nedeniyle mağduriyet yaşanıyor. Son günlerde sorun belirgin biçimde arttı. Vatandaş işlemini tamamlayamıyor ve başvurunun oluşup oluşmadığını göremiyor. Başvuru sahipleri sürecin hangi aşamada olduğunu öğrenemiyor. Teknik hatanın incelenerek sistemin yeniden çalışır hale getirilmesini istiyoruz.	Dijital Hizmet ve Uygulama Sorunları
Arsanın kullanım kararı nedir. Taşınmazın yapılaşma koşulları incelenirken parselin konut, ticaret veya başka kullanımda olup olmadığı soruluyor. Bu aşama yapı ruhsatı başvurusu değil, ruhsattan önceki imar ve plan bilgisidir. Başvurunun sonuçlandırılmasını rica ediyoruz.	İmar Durumu
Başkale tarafında acil ekipman ve uzman müdahalesi gereken durumda yüksek alanda kurtarma ihtiyacı. Aktif yangın yoktur; asıl ihtiyaç mahsur kalan kişinin teknik olarak kurtarılmasıdır. Sorunun ilgili ekiplerce yerinde incelenmesini ve kalıcı biçimde giderilmesini talep ediyoruz.	Kurtarma ve Acil Müdahale
Özalp ilçesinde ekonomik veya sosyal açıdan zor durumda olan hanede kadınların sosyal destek hizmetine erişmesi. Özalp ilçesinde ekonomik veya sosyal açıdan zor durumda olan hanede kadınların sosyal destek hizmetine erişmesi. Sorunun ilgili ekiplerce yerinde incelenmesini ve kalıcı biçimde giderilmesini talep ediyoruz.	Kadın ve Aile Desteği
Çaldıran tarafında vatandaşın mevzuat ve kayıt bilgisine ihtiyaç duyduğu aşamada aynı numaranın iki binada kullanılması konusu çözüm bekliyor. Son günlerde sorun belirgin biçimde arttı. İşlemin hangi aşamada olduğu bilinmediği için başvuru ilerlemiyor. Geçici bir işlem yapılmış olsa da problem yeniden ortaya çıktı. Dosyanın güncel durumunun ve gerekli belgelerin açıkça bildirilmesini istiyoruz.	Numarataj ve Adres
